191,695
334,239
1348,606
1347,668
1348,716
1350,769
1346,819
1396,612
1402,666
1404,720
1396,770
1458,609
1455,664
1453,716
1453,763
1505,609
1506,666
1503,716
1508,771
1556,610
1560,663
1560,716
1558,771
1610,611
1610,665
1611,718
1612,769
1660,611
1661,662
1663,717
1662,772
1716,613
1717,667
1716,715
1718,769
1767,610
1764,669
1771,718
1770,769
1818,609
1823,664
1820,718
1822,770
1868,609
1873,664
1870,718
1872,770
